YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"PRODN PRACTICE","AREA HARVESTED in ACRES","PRODUCTION in BU","YIELD in BU / ACRE","AREA PLANTED in ACRES","PRODUCTION in $","PRODUCTION in TONS","YIELD in TONS / ACRE"
2006,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","860,000","134,160,000",156," ","405,163,000"," "," "
2006,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"625,000","126,640,000",202.5," "," "," "," "
2006,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"235,000","7,520,000",32," "," "," "," "
2006,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","161,000","23,345,000",145," ","84,275,000"," "," "
2006,FLORIDA,12,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","30,000","2,460,000",82," ","6,888,000"," "," "
2006,GEORGIA,13,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","225,000","24,750,000",110," ","74,250,000"," "," "
2006,IDAHO,16,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","65,000","11,050,000",170," ","42,985,000"," "," "
2006,ILLINOIS,17,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","11,150,000","1,817,450,000",163," ","5,579,572,000"," "," "
2006,INDIANA,18,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","5,380,000","844,660,000",157," ","2,677,572,000"," "," "
2006,IOWA,19,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","12,350,000","2,050,100,000",166," ","6,211,803,000"," "," "
2006,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","3,000,000","345,000,000",115," ","1,062,600,000"," "," "
2006,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"1,280,000","221,000,000",173," "," "," "," "
2006,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"1,720,000","124,000,000",72," "," "," "," "
2006,KENTUCKY,21,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,040,000","151,840,000",146," ","482,851,000"," "," "
2006,LOUISIANA,22,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","290,000","40,600,000",140," ","113,680,000"," "," "
2007,ALABAMA,01,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","280,000","21,840,000",78," ","99,154,000"," "," "
2007,ARIZONA,04,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","22,000","4,070,000",185," ","20,472,000"," "," "
2007,ARKANSAS,05,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","590,000","99,710,000",169," ","378,898,000"," "," "
2007,CALIFORNIA,06,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","190,000","34,580,000",182," ","148,002,000"," "," "
2007,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,060,000","148,400,000",140," ","587,664,000"," "," "
2007,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"640,000","123,000,000",192," "," "," "," "
2007,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"420,000","25,400,000",60.5," "," "," "," "
2007,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","185,000","18,315,000",99," ","87,179,000"," "," "
2007,FLORIDA,12,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","35,000","3,150,000",90," ","12,600,000"," "," "
2007,GEORGIA,13,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","450,000","57,150,000",127," ","257,175,000"," "," "
2007,IDAHO,16,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","105,000","17,850,000",170," ","88,536,000"," "," "
2007,ILLINOIS,17,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","13,050,000","2,283,750,000",175," ","9,340,538,000"," "," "
2007,INDIANA,18,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","6,370,000","980,980,000",154," ","4,306,502,000"," "," "
2007,IOWA,19,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","13,900,000","2,376,900,000",171," ","10,196,901,000"," "," "
2007,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","3,680,000","507,840,000",138," ","2,097,379,000"," "," "
2007,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"1,567,000","302,800,000",193," "," "," "," "
2007,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"2,113,000","205,040,000",97," "," "," "," "
2007,KENTUCKY,21,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,340,000","171,520,000",128," ","710,093,000"," "," "
2007,LOUISIANA,22,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","730,000","118,990,000",163," ","452,162,000"," "," "
2008,ALABAMA,01,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","235,000","24,440,000",104," ","128,554,000"," "," "
2008,ARIZONA,04,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","15,000","2,475,000",165," ","14,355,000"," "," "
2008,ARKANSAS,05,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","430,000","65,360,000",152," ","288,891,000"," "," "
2008,CALIFORNIA,06,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","170,000","33,150,000",195," ","158,126,000"," "," "
2008,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,010,000","138,370,000",137," ","572,852,000"," "," "
2008,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"710,000","124,770,000",176," "," "," "," "
2008,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"300,000","13,600,000",45," "," "," "," "
2008,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","152,000","19,000,000",125," ","86,830,000"," "," "
2008,FLORIDA,12,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","35,000","3,850,000",110," ","17,325,000"," "," "
2008,GEORGIA,13,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","310,000","43,400,000",140," ","195,300,000"," "," "
2008,IDAHO,16,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","80,000","13,600,000",170," ","58,752,000"," "," "
2008,ILLINOIS,17,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","11,900,000","2,130,100,000",179," ","8,541,701,000"," "," "
2008,INDIANA,18,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","5,460,000","873,600,000",160," ","3,581,760,000"," "," "
2008,IOWA,19,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","12,800,000","2,188,800,000",171," ","8,974,080,000"," "," "
2008,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","3,630,000","482,790,000",133," ","1,989,095,000"," "," "
2008,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"1,526,000","279,600,000",183," "," "," "," "
2008,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"2,104,000","203,190,000",97," "," "," "," "
2008,KENTUCKY,21,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,120,000","152,320,000",136," ","664,115,000"," "," "
2008,LOUISIANA,22,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","510,000","73,440,000",144," ","326,808,000"," "," "
2009,ALABAMA,01,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","250,000","27,000,000",108," ","105,030,000"," "," "
2009,ARIZONA,04,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","20,000","3,500,000",175," ","14,490,000"," "," "
2009,ARKANSAS,05,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","410,000","60,680,000",148," ","229,977,000"," "," "
2009,CALIFORNIA,06,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","160,000","28,800,000",180," ","123,264,000"," "," "
2009,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","990,000","151,470,000",153," ","557,410,000"," "," "
2009,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"700,000","132,000,000",189," "," "," "," "
2009,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"290,000","19,470,000",67," "," "," "," "
2009,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","163,000","23,635,000",145," ","89,813,000"," "," "
2009,FLORIDA,12,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","37,000","3,589,000",97," ","14,356,000"," "," "
2009,GEORGIA,13,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","370,000","51,800,000",140," ","212,380,000"," "," "
2009,IDAHO,16,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","80,000","14,800,000",185," ","62,604,000"," "," "
2009,ILLINOIS,17,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","11,800,000","2,053,200,000",174," ","7,247,796,000"," "," "
2009,INDIANA,18,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","5,460,000","933,660,000",171," ","3,417,196,000"," "," "
2009,IOWA,19,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","13,300,000","2,407,300,000",181," ","8,642,207,000"," "," "
2009,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","3,860,000","598,300,000",155," ","2,088,067,000"," "," "
2009,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"1,510,000","310,000,000",205," "," "," "," "
2009,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"2,350,000","288,300,000",123," "," "," "," "
2009,KENTUCKY,21,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,150,000","189,750,000",165," ","709,665,000"," "," "
2009,LOUISIANA,22,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","610,000","80,520,000",132," ","285,846,000"," "," "
2010,ALABAMA,01,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","250,000","28,750,000",115," ","145,763,000"," "," "
2010,ARIZONA,04,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","22,000","4,620,000",210," ","26,796,000"," "," "
2010,ARKANSAS,05,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","380,000","57,000,000",150," ","259,350,000"," "," "
2010,CALIFORNIA,06,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","180,000","34,560,000",192," ","175,565,000"," "," "
2010,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,210,000","182,710,000",151," ","909,896,000"," "," "
2010,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"740,000","148,000,000",200," "," "," "," "
2010,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"470,000","34,710,000",73.9," "," "," "," "
2010,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","173,000","19,722,000",114," ","122,474,000"," "," "
2010,FLORIDA,12,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","25,000","2,725,000",109," ","12,808,000"," "," "
2010,GEORGIA,13,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","245,000","35,770,000",146," ","212,832,000"," "," "
2010,IDAHO,16,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","110,000","20,900,000",190," ","110,143,000"," "," "
2010,ILLINOIS,17,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","12,400,000","1,946,800,000",157," ","10,201,232,000"," "," "
2010,INDIANA,18,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","5,720,000","898,040,000",157," ","4,831,455,000"," "," "
2010,IOWA,19,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","13,050,000","2,153,250,000",165," ","11,261,498,000"," "," "
2010,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","4,650,000","576,600,000",124," ","2,854,170,000"," "," "
2010,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"1,600,000","298,390,000",186.5," "," "," "," "
2010,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"3,050,000","278,210,000",91.2," "," "," "," "
2010,KENTUCKY,21,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,230,000","152,520,000",124," ","785,478,000"," "," "
2010,LOUISIANA,22,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","500,000","70,000,000",140," ","343,000,000"," "," "
2011,ALABAMA,01,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","250,000","28,500,000",114," ","180,120,000"," "," "
2011,ARIZONA,04,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","35,000","6,230,000",178," ","42,239,000"," "," "
2011,ARKANSAS,05,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","520,000","73,320,000",141," ","459,716,000"," "," "
2011,CALIFORNIA,06,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","150,000","27,150,000",181," ","174,032,000"," "," "
2011,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,300,000","172,900,000",133," ","1,063,335,000"," "," "
2011,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"785,000","144,500,000",184.1," "," "," "," "
2011,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"515,000","28,400,000",55.1," "," "," "," "
2011,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","182,000","23,660,000",130," ","163,964,000"," "," "
2011,FLORIDA,12,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","33,000","3,432,000",104," ","22,823,000"," "," "
2011,GEORGIA,13,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","270,000","42,930,000",159," ","313,389,000"," "," "
2011,IDAHO,16,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","120,000","22,680,000",189," ","157,853,000"," "," "
2011,ILLINOIS,17,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","12,350,000","1,938,950,000",157," ","12,118,438,000"," "," "
2011,INDIANA,18,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","5,750,000","839,500,000",146," ","5,297,245,000"," "," "
2011,IOWA,19,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","13,700,000","2,356,400,000",172," ","14,609,680,000"," "," "
2011,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","4,200,000","449,400,000",107," ","2,822,232,000"," "," "
2011,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"1,530,000","245,500,000",160.5," "," "," "," "
2011,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"2,670,000","203,900,000",76.4," "," "," "," "
2011,KENTUCKY,21,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,300,000","180,700,000",139," ","1,138,410,000"," "," "
2011,LOUISIANA,22,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","570,000","76,950,000",135," ","469,395,000"," "," "
2012,ALABAMA,01,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","295,000","28,910,000",98," ","207,574,000"," "," "
2012,ARIZONA,04,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","32,000","6,240,000",195," ","48,922,000"," "," "
2012,ARKANSAS,05,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","695,000","123,710,000",178," ","842,465,000"," "," "
2012,CALIFORNIA,06,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","180,000","32,400,000",180," ","216,432,000"," "," "
2012,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,010,000","134,330,000",133," ","921,504,000"," "," "
2012,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"705,000","129,000,000",183," "," "," "," "
2012,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"305,000","5,330,000",17.5," "," "," "," "
2012,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","178,000","24,030,000",135," ","181,427,000"," "," "
2012,FLORIDA,12,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","40,000","4,600,000",115," ","34,500,000"," "," "
2012,GEORGIA,13,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","310,000","55,800,000",180," ","440,820,000"," "," "
2012,IDAHO,16,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","135,000","26,325,000",195," ","186,908,000"," "," "
2012,ILLINOIS,17,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","12,250,000","1,286,250,000",105," ","8,836,538,000"," "," "
2012,INDIANA,18,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","6,030,000","596,970,000",99," ","4,316,093,000"," "," "
2012,IOWA,19,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","13,700,000","1,876,900,000",137," ","12,988,148,000"," "," "
2012,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","3,950,000","375,250,000",95," ","2,641,760,000"," "," "
2012,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"1,500,000","255,311,000",170.2," "," "," "," "
2012,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"2,450,000","119,939,000",49," "," "," "," "
2012,KENTUCKY,21,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,530,000","104,040,000",68," ","724,118,000"," "," "
2012,LOUISIANA,22,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","530,000","91,690,000",173," ","632,661,000"," "," "
2013,ALABAMA,01,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","295,000","43,365,000",147," ","204,249,000"," "," "
2013,ARIZONA,04,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","51,000","9,027,000",177," ","53,169,000"," "," "
2013,ARKANSAS,05,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","870,000","161,820,000",186," ","828,518,000"," "," "
2013,CALIFORNIA,06,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","180,000","34,380,000",191," ","183,245,000"," "," "
2013,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","980,000","128,380,000",131," ","591,832,000"," "," "
2013,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"640,000","117,840,000",184.1," "," "," "," "
2013,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"340,000","10,540,000",31," "," "," "," "
2013,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","174,000","28,884,000",166," ","142,687,000"," "," "
2013,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"75,000","14,157,000",188.8," "," "," "," "
2013,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"99,000","14,727,000",148.8," "," "," "," "
2013,FLORIDA,12,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","78,000","10,374,000",133," ","46,787,000"," "," "
2013,GEORGIA,13,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","465,000","81,375,000",175," ","420,709,000"," "," "
2013,IDAHO,16,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","115,000","20,815,000",181," ","102,202,000"," "," "
2013,ILLINOIS,17,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","11,800,000","2,100,400,000",178," ","9,493,808,000"," "," "
2013,INDIANA,18,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","5,830,000","1,031,910,000",177," ","4,612,638,000"," "," "
2013,IOWA,19,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","13,050,000","2,140,200,000",164," ","9,609,498,000"," "," "
2013,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","4,000,000","504,000,000",126," ","2,262,960,000"," "," "
2013,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"1,500,000","284,107,000",189.4," "," "," "," "
2013,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"2,500,000","219,893,000",88," "," "," "," "
2013,KENTUCKY,21,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,430,000","243,100,000",170," ","1,135,277,000"," "," "
2013,LOUISIANA,22,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","670,000","115,910,000",173," ","591,141,000"," "," "
2014,ALABAMA,01,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","285,000","45,315,000",159," ","169,931,000"," "," "
2014,ARIZONA,04,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","28,000","5,880,000",210," ","31,517,000"," "," "
2014,ARKANSAS,05,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","530,000","99,110,000",187," ","409,324,000"," "," "
2014,CALIFORNIA,06,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","95,000","15,675,000",165," ","75,397,000"," "," "
2014,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,010,000","147,460,000",146," ","582,467,000"," "," "
2014,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"660,000","126,040,000",191," "," "," "," "
2014,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"350,000","21,420,000",61.2," "," "," "," "
2014,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","168,000","33,600,000",200," ","128,688,000"," "," "
2014,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"75,000","17,600,000",234.7," "," "," "," "
2014,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"93,000","16,000,000",172," "," "," "," "
2014,FLORIDA,12,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","40,000","5,400,000",135," ","19,710,000"," "," "
2014,GEORGIA,13,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","310,000","52,700,000",170," ","219,759,000"," "," "
2014,IDAHO,16,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","80,000","16,000,000",200," ","66,560,000"," "," "
2014,ILLINOIS,17,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","11,750,000","2,350,000,000",200," ","8,718,500,000"," "," "
2014,INDIANA,18,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","5,770,000","1,084,760,000",188," ","4,067,850,000"," "," "
2014,IOWA,19,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","13,300,000","2,367,400,000",178," ","8,783,054,000"," "," "
2014,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","3,800,000","566,200,000",149," ","2,140,236,000"," "," "
2014,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"1,394,000","273,253,000",196," "," "," "," "
2014,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"2,406,000","292,947,000",121.8," "," "," "," "
2014,KENTUCKY,21,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,430,000","225,940,000",158," ","890,204,000"," "," "
2014,LOUISIANA,22,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","390,000","71,370,000",183," ","296,186,000"," "," "
2015,ALABAMA,01,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","245,000","36,015,000",147," ","134,696,000"," "," "
2015,ARIZONA,04,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","36,000","7,560,000",210," ","37,649,000"," "," "
2015,ARKANSAS,05,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","445,000","80,545,000",181," ","331,040,000"," "," "
2015,CALIFORNIA,06,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","60,000","9,420,000",157," ","41,354,000"," "," "
2015,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","950,000","134,900,000",142," ","497,781,000"," "," "
2015,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"600,000","113,000,000",188.3," "," "," "," "
2015,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"350,000","21,900,000",62.6," "," "," "," "
2015,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","164,000","31,488,000",192," ","122,173,000"," "," "
2015,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"75,400","16,800,000",222.8," "," "," "," "
2015,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"88,600","14,688,000",165.8," "," "," "," "
2015,FLORIDA,12,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","50,000","7,050,000",141," ","26,790,000"," "," "
