YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"PRODN PRACTICE","AREA PLANTED in ACRES","AREA HARVESTED in ACRES","PRODUCTION in BU","YIELD in BU / ACRE","PRODUCTION in TONS","YIELD in TONS / ACRE","PRODUCTION in $"
2005,TEXAS,48,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","1,850,000","210,900,000",114," "," ","520,923,000"
2005,TEXAS,48,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","740,000","132,480,000",179," "," "," "
2005,TEXAS,48,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","1,110,000","78,420,000",70.6," "," "," "
2005,UTAH,49,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","12,000","1,956,000",163," "," ","5,418,000"
2005,VIRGINIA,51,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","360,000","42,480,000",118," "," ","90,907,000"
2005,WASHINGTON,53,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","80,000","16,400,000",205," "," ","46,084,000"
2005,"WEST VIRGINIA",54,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","28,000","3,052,000",109," "," ","6,623,000"
2005,WISCONSIN,55,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","2,900,000","429,200,000",148," "," ","832,648,000"
2005,WYOMING,56,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","49,000","6,860,000",140," "," ","16,807,000"
2005,WYOMING,56,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","47,700","6,823,000",143," "," "," "
2005,WYOMING,56,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","1,300","37,000",28," "," "," "
2006,MARYLAND,24,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","425,000","59,500,000",140," "," ","202,895,000"
2006,MICHIGAN,26,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","1,950,000","286,650,000",147," "," ","888,615,000"
2006,MINNESOTA,27,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","6,850,000","1,102,850,000",161," "," ","3,187,237,000"
2006,MISSISSIPPI,28,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","325,000","34,775,000",107," "," ","98,761,000"
2006,MISSOURI,29,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","2,630,000","362,940,000",138," "," ","1,110,596,000"
2006,MONTANA,30,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","18,000","2,628,000",146," "," ","10,328,000"
2006,MONTANA,30,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","18,000","2,628,000",146," "," "," "
2006,NEBRASKA,31,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","7,750,000","1,178,000,000",152," "," ","3,534,000,000"
2006,NEBRASKA,31,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","4,715,000","871,465,000",184.8," "," "," "
2006,NEBRASKA,31,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","3,035,000","306,535,000",101," "," "," "
2006,"NEW JERSEY",34,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","64,000","8,256,000",129," "," ","27,823,000"
2006,"NEW MEXICO",35,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","45,000","8,325,000",185," "," ","30,803,000"
2006,"NEW MEXICO",35,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","45,000","8,325,000",185," "," "," "
2006,"NEW YORK",36,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","480,000","61,920,000",129," "," ","211,766,000"
2006,"NORTH CAROLINA",37,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","740,000","97,680,000",132," "," ","295,970,000"
2006,"NORTH DAKOTA",38,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","1,400,000","155,400,000",111," "," ","430,458,000"
2006,"NORTH DAKOTA",38,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","73,800","11,720,000",158.8," "," "," "
2006,"NORTH DAKOTA",38,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","1,326,200","143,680,000",108.3," "," "," "
2006,OHIO,39,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","2,960,000","470,640,000",159," "," ","1,449,571,000"
2006,OKLAHOMA,40,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","220,000","23,100,000",105," "," ","73,227,000"
2006,OKLAHOMA,40,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","105,000","16,800,000",160," "," "," "
2006,OKLAHOMA,40,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","115,000","6,300,000",54.8," "," "," "
2006,OREGON,41,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","29,000","5,220,000",180," "," ","16,913,000"
2006,PENNSYLVANIA,42,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","960,000","117,120,000",122," "," ","414,605,000"
2006,"SOUTH CAROLINA",45,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","290,000","31,900,000",110," "," ","95,062,000"
2006,"SOUTH DAKOTA",46,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","3,220,000","312,340,000",97," "," ","899,539,000"
2006,"SOUTH DAKOTA",46,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","166,000","28,000,000",168.7," "," "," "
2006,"SOUTH DAKOTA",46,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","3,054,000","284,340,000",93.1," "," "," "
2006,TENNESSEE,47,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","500,000","62,500,000",125," "," ","183,125,000"
2006,TEXAS,48,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","1,450,000","175,450,000",121," "," ","561,440,000"
2006,TEXAS,48,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","663,000","118,450,000",179," "," "," "
2006,TEXAS,48,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","787,000","57,000,000",72," "," "," "
2006,UTAH,49,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","17,000","2,669,000",157," "," ","8,781,000"
2006,VIRGINIA,51,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","345,000","41,400,000",120," "," ","127,098,000"
2006,WASHINGTON,53,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","75,000","15,750,000",210," "," ","58,590,000"
2006,"WEST VIRGINIA",54,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","26,000","3,120,000",120," "," ","11,138,000"
2006,WISCONSIN,55,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","2,800,000","400,400,000",143," "," ","1,217,216,000"
2006,WYOMING,56,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","45,000","5,805,000",129," "," ","15,325,000"
2006,WYOMING,56,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","42,500","5,744,000",135," "," "," "
2006,WYOMING,56,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","2,500","61,000",24," "," "," "
2007,MARYLAND,24,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","465,000","46,965,000",101," "," ","217,918,000"
2007,MICHIGAN,26,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","2,340,000","287,820,000",123," "," ","1,257,773,000"
2007,MINNESOTA,27,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","7,850,000","1,146,100,000",146," "," ","4,733,393,000"
2007,MISSISSIPPI,28,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","910,000","134,680,000",148," "," ","495,622,000"
2007,MISSOURI,29,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","3,270,000","457,800,000",140," "," ","1,909,026,000"
2007,MONTANA,30,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","38,000","5,320,000",140," "," ","25,323,000"
2007,MONTANA,30,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","38,000","5,320,000",140," "," "," "
2007,NEBRASKA,31,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","9,200,000","1,472,000,000",160," "," ","6,094,080,000"
2007,NEBRASKA,31,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","5,732,000","1,038,500,000",181.2," "," "," "
2007,NEBRASKA,31,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","3,468,000","433,500,000",125," "," "," "
2007,"NEW JERSEY",34,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","82,000","10,168,000",124," "," ","47,281,000"
2007,"NEW MEXICO",35,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","54,000","9,720,000",180," "," ","50,544,000"
2007,"NEW MEXICO",35,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","54,000","9,720,000",180," "," "," "
2007,"NEW YORK",36,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","550,000","70,400,000",128," "," ","355,520,000"
2007,"NORTH CAROLINA",37,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","1,010,000","101,000,000",100," "," ","404,000,000"
2007,"NORTH DAKOTA",38,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","2,350,000","272,600,000",116," "," ","1,106,756,000"
2007,"NORTH DAKOTA",38,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","106,900","15,782,000",147.6," "," "," "
2007,"NORTH DAKOTA",38,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","2,243,100","256,818,000",114.5," "," "," "
2007,OHIO,39,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","3,610,000","541,500,000",150," "," ","2,323,035,000"
2007,OKLAHOMA,40,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","270,000","39,150,000",145," "," ","159,341,000"
2007,OKLAHOMA,40,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","140,000","25,850,000",184.6," "," "," "
2007,OKLAHOMA,40,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","130,000","13,300,000",102.3," "," "," "
2007,OREGON,41,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","35,000","7,000,000",200," "," ","30,520,000"
2007,PENNSYLVANIA,42,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","980,000","121,520,000",124," "," ","554,131,000"
2007,"SOUTH CAROLINA",45,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","370,000","35,890,000",97," "," ","139,253,000"
2007,"SOUTH DAKOTA",46,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","4,480,000","542,080,000",121," "," ","2,260,474,000"
2007,"SOUTH DAKOTA",46,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","201,000","34,600,000",172.1," "," "," "
2007,"SOUTH DAKOTA",46,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","4,279,000","507,480,000",118.6," "," "," "
2007,TENNESSEE,47,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","790,000","83,740,000",106," "," ","318,212,000"
2007,TEXAS,48,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","1,970,000","291,560,000",148," "," ","1,268,286,000"
2007,TEXAS,48,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","950,000","189,000,000",199," "," "," "
2007,TEXAS,48,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","1,020,000","102,560,000",101," "," "," "
2007,UTAH,49,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","22,000","3,300,000",150," "," ","13,794,000"
2007,VIRGINIA,51,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","405,000","34,830,000",86," "," ","152,904,000"
2007,WASHINGTON,53,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","115,000","24,150,000",210," "," ","108,675,000"
2007,"WEST VIRGINIA",54,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","27,000","2,997,000",111," "," ","13,786,000"
2007,WISCONSIN,55,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","3,280,000","442,800,000",135," "," ","1,819,908,000"
2007,WYOMING,56,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","60,000","7,740,000",129," "," ","24,149,000"
2007,WYOMING,56,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","57,500","7,650,000",133," "," "," "
2007,WYOMING,56,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","2,500","90,000",36," "," "," "
2008,MARYLAND,24,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","400,000","48,400,000",121," "," ","213,928,000"
2008,MICHIGAN,26,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","2,140,000","295,320,000",138," "," ","1,134,029,000"
2008,MINNESOTA,27,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","7,200,000","1,166,400,000",162," "," ","4,572,288,000"
2008,MISSISSIPPI,28,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","700,000","98,000,000",140," "," ","453,740,000"
2008,MISSOURI,29,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","2,650,000","381,600,000",144," "," ","1,568,376,000"
2008,MONTANA,30,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","35,000","4,270,000",122," "," ","16,226,000"
2008,NEBRASKA,31,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","8,550,000","1,393,650,000",163," "," ","5,644,283,000"
2008,NEBRASKA,31,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","5,215,000","960,100,000",184," "," "," "
2008,NEBRASKA,31,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","3,335,000","433,550,000",130," "," "," "
2008,"NEW JERSEY",34,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","74,000","8,584,000",116," "," ","35,624,000"
2008,"NEW MEXICO",35,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","55,000","10,175,000",185," "," ","53,928,000"
2008,"NEW MEXICO",35,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","55,000","10,175,000",185," "," "," "
2008,"NEW YORK",36,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","640,000","92,160,000",144," "," ","398,131,000"
2008,"NORTH CAROLINA",37,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","830,000","64,740,000",78," "," ","317,873,000"
2008,"NORTH DAKOTA",38,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","2,300,000","285,200,000",124," "," ","1,066,648,000"
2008,"NORTH DAKOTA",38,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","101,000","15,469,000",153," "," "," "
2008,"NORTH DAKOTA",38,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","2,199,000","269,731,000",123," "," "," "
2008,OHIO,39,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","3,120,000","408,720,000",131," "," ","1,720,711,000"
2008,OKLAHOMA,40,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","320,000","35,200,000",110," "," ","156,992,000"
2008,OKLAHOMA,40,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","150,000","23,815,000",159," "," "," "
2008,OKLAHOMA,40,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","170,000","11,385,000",67," "," "," "
2008,OREGON,41,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","33,000","6,435,000",195," "," ","26,705,000"
2008,PENNSYLVANIA,42,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","880,000","117,040,000",133," "," ","486,886,000"
2008,"SOUTH CAROLINA",45,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","315,000","19,845,000",63," "," ","91,089,000"
2008,"SOUTH DAKOTA",46,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","4,400,000","585,200,000",133," "," ","2,212,056,000"
2008,"SOUTH DAKOTA",46,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","202,000","35,150,000",174," "," "," "
2008,"SOUTH DAKOTA",46,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","4,198,000","550,050,000",131," "," "," "
2008,TENNESSEE,47,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","630,000","74,340,000",118," "," ","336,760,000"
2008,TEXAS,48,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","2,030,000","239,540,000",118," "," ","1,154,583,000"
2008,TEXAS,48,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","1,010,000","176,100,000",174," "," "," "
2008,TEXAS,48,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","1,020,000","63,440,000",62," "," "," "
2008,UTAH,49,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","23,000","3,611,000",157," "," ","15,888,000"
2008,VIRGINIA,51,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","340,000","36,720,000",108," "," ","165,607,000"
2008,WASHINGTON,53,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","90,000","18,450,000",205," "," ","84,132,000"
2008,"WEST VIRGINIA",54,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","26,000","3,380,000",130," "," ","14,669,000"
2008,WISCONSIN,55,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","2,880,000","394,560,000",137," "," ","1,534,838,000"
2008,WYOMING,56,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","52,000","6,968,000",134," "," ","29,614,000"
2008,WYOMING,56,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","47,000","6,778,000",144," "," "," "
2008,WYOMING,56,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","5,000","190,000",38," "," "," "
2009,MARYLAND,24,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","425,000","61,625,000",145," "," ","228,629,000"
2009,MICHIGAN,26,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","2,090,000","309,320,000",148," "," ","1,091,900,000"
2009,MINNESOTA,27,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","7,150,000","1,244,100,000",174," "," ","4,317,027,000"
2009,MISSISSIPPI,28,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","695,000","88,960,000",128," "," ","330,931,000"
2009,MISSOURI,29,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","2,920,000","446,760,000",153," "," ","1,599,401,000"
2009,MONTANA,30,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","26,000","3,952,000",152," "," ","16,717,000"
2009,NEBRASKA,31,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","8,850,000","1,584,150,000",179," "," ","5,671,257,000"
2009,NEBRASKA,31,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","5,290,000","1,050,726,000",198.6," "," "," "
2009,NEBRASKA,31,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","3,560,000","533,424,000",149.8," "," "," "
2009,"NEW JERSEY",34,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","70,000","10,010,000",143," "," ","37,337,000"
2009,"NEW MEXICO",35,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","50,000","9,500,000",190," "," ","39,140,000"
2009,"NEW YORK",36,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","595,000","79,730,000",134," "," ","320,515,000"
2009,"NORTH CAROLINA",37,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","800,000","93,600,000",117," "," ","365,040,000"
2009,"NORTH DAKOTA",38,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","1,740,000","200,100,000",115," "," ","636,318,000"
2009,"NORTH DAKOTA",38,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","1,750,000","211,750,000",121," "," "," "
2009,"NORTH DAKOTA",38,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","1,750,000","211,750,000",121," "," "," "
2009,OHIO,39,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","3,140,000","536,940,000",171," "," ","1,906,137,000"
2009,OKLAHOMA,40,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","320,000","33,600,000",105," "," ","124,656,000"
2009,OKLAHOMA,40,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","330,000","36,300,000",110," "," "," "
2009,OKLAHOMA,40,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","330,000","36,300,000",110," "," "," "
2009,OREGON,41,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","32,000","6,880,000",215," "," ","28,346,000"
2009,PENNSYLVANIA,42,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","920,000","130,640,000",142," "," ","501,658,000"
2009,"SOUTH CAROLINA",45,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","320,000","35,520,000",111," "," ","137,107,000"
2009,"SOUTH DAKOTA",46,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","4,680,000","706,680,000",151," "," ","2,282,576,000"
2009,"SOUTH DAKOTA",46,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","204,000","36,863,000",181," "," "," "
2009,"SOUTH DAKOTA",46,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","4,476,000","669,817,000",150," "," "," "
2009,TENNESSEE,47,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","590,000","87,320,000",148," "," ","318,718,000"
2009,TEXAS,48,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","1,960,000","243,040,000",124," "," ","974,590,000"
2009,TEXAS,48,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","1,070,000","200,308,000",187.2," "," "," "
2009,TEXAS,48,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","890,000","42,732,000",48," "," "," "
2009,UTAH,49,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","17,000","2,550,000",150," "," ","11,526,000"
2009,VIRGINIA,51,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","330,000","43,230,000",131," "," ","158,222,000"
2009,WASHINGTON,53,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","105,000","22,575,000",215," "," ","103,619,000"
2009,"WEST VIRGINIA",54,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","30,000","3,780,000",126," "," ","13,495,000"
2009,WISCONSIN,55,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","2,930,000","448,290,000",153," "," ","1,600,395,000"
2009,WYOMING,56,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","45,000","6,300,000",140," "," ","25,578,000"
2010,MARYLAND,24,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","430,000","45,580,000",106," "," ","275,759,000"
2010,MICHIGAN,26,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","2,100,000","312,900,000",149," "," ","1,739,724,000"
2010,MINNESOTA,27,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","7,300,000","1,292,100,000",177," "," ","6,473,421,000"
2010,MISSISSIPPI,28,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","670,000","91,120,000",136," "," ","398,194,000"
2010,MISSOURI,29,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","3,000,000","369,000,000",123," "," ","1,974,150,000"
2010,MONTANA,30,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","34,000","4,590,000",135," "," ","27,540,000"
2010,NEBRASKA,31,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","8,850,000","1,469,100,000",166," "," ","7,477,719,000"
2010,NEBRASKA,31,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED," ","5,240,000","972,550,000",185.6," "," "," "
2010,NEBRASKA,31,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED," ","3,610,000","496,550,000",137.5," "," "," "
2010,"NEW JERSEY",34,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","71,000","8,094,000",114," "," ","48,969,000"
2010,"NEW MEXICO",35,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","66,000","11,880,000",180," "," ","59,756,000"
2010,"NEW YORK",36,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","590,000","87,910,000",149," "," ","553,833,000"
2010,"NORTH CAROLINA",37,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","840,000","76,440,000",91," "," ","395,959,000"
2010,"NORTH DAKOTA",38,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES"," ","1,880,000","248,160,000",132," "," ","1,243,282,000"
